id,units,title,Date of Release,notes
OLLLCBW027NBOG,Billions of U.S. Dollars,"Other Loans and Leases, Large Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLLLCBW027SBOG,Billions of U.S. Dollars,"Other Loans and Leases, Large Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLLSCBW027NBOG,Billions of U.S. Dollars,"Other Loans and Leases, Small Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLLSCBW027SBOG,Billions of U.S. Dollars,"Other Loans and Leases, Small Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLNACBW027NBOG,Billions of U.S. Dollars,"Other Loans and Leases: All Other Loans and Leases: Other Loans Not Elsewhere Classified, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLNACBW027SBOG,Billions of U.S. Dollars,"Other Loans and Leases: All Other Loans and Leases: Other Loans Not Elsewhere Classified, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLNDCBW027NBOG,Billions of U.S. Dollars,"Other Loans and Leases: All Other Loans and Leases: Other Loans Not Elsewhere Classified, Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLNDCBW027SBOG,Billions of U.S. Dollars,"Other Loans and Leases: All Other Loans and Leases: Other Loans Not Elsewhere Classified, Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLNFRIW027NBOG,Billions of U.S. Dollars,"Other Loans and Leases: All Other Loans and Leases: Other Loans Not Elsewhere Classified, Foreign-Related Institutions",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLNFRIW027SBOG,Billions of U.S. Dollars,"Other Loans and Leases: All Other Loans and Leases: Other Loans Not Elsewhere Classified, Foreign-Related Institutions",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLNLCBW027NBOG,Billions of U.S. Dollars,"Other Loans and Leases: All Other Loans and Leases: Other Loans Not Elsewhere Classified, Large Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLNLCBW027SBOG,Billions of U.S. Dollars,"Other Loans and Leases: All Other Loans and Leases: Other Loans Not Elsewhere Classified, Large Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLNSCBW027NBOG,Billions of U.S. Dollars,"Other Loans and Leases: All Other Loans and Leases: Other Loans Not Elsewhere Classified, Small Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLNSCBW027SBOG,Billions of U.S. Dollars,"Other Loans and Leases: All Other Loans and Leases: Other Loans Not Elsewhere Classified, Small Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLRACBW027NBOG,Billions of U.S. Dollars,"Other Loans and Leases: Fed Funds and Reverse RPs with Nonbanks, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLRACBW027SBOG,Billions of U.S. Dollars,"Other Loans and Leases: Fed Funds and Reverse RPs with Nonbanks, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLRDCBW027NBOG,Billions of U.S. Dollars,"Other Loans and Leases: Fed Funds and Reverse RPs with Nonbanks, Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLRDCBW027SBOG,Billions of U.S. Dollars,"Other Loans and Leases: Fed Funds and Reverse RPs with Nonbanks, Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLRFRIW027NBOG,Billions of U.S. Dollars,"Other Loans and Leases: Fed Funds and Reverse RPs with Nonbanks, Foreign-Related Institutions",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLRFRIW027SBOG,Billions of U.S. Dollars,"Other Loans and Leases: Fed Funds and Reverse RPs with Nonbanks, Foreign-Related Institutions",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLRLCBW027NBOG,Billions of U.S. Dollars,"Other Loans and Leases: Fed Funds and Reverse RPs with Nonbanks, Large Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLRLCBW027SBOG,Billions of U.S. Dollars,"Other Loans and Leases: Fed Funds and Reverse RPs with Nonbanks, Large Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLRSCBW027NBOG,Billions of U.S. Dollars,"Other Loans and Leases: Fed Funds and Reverse RPs with Nonbanks, Small Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLRSCBW027SBOG,Billions of U.S. Dollars,"Other Loans and Leases: Fed Funds and Reverse RPs with Nonbanks, Small Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLSACBW027NBOG,Billions of U.S. Dollars,"Other Liabilities, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLSACBW027SBOG,Billions of U.S. Dollars,"Other Liabilities, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLSDCBW027NBOG,Billions of U.S. Dollars,"Other Liabilities, Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLSDCBW027SBOG,Billions of U.S. Dollars,"Other Liabilities, Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLSFRIW027NBOG,Billions of U.S. Dollars,"Other Liabilities, Foreign-Related Institutions",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLSFRIW027SBOG,Billions of U.S. Dollars,"Other Liabilities, Foreign-Related Institutions",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLSLCBW027NBOG,Billions of U.S. Dollars,"Other Liabilities, Large Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
